,Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Employment_Type,Permanent_Employee,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau_Data___Monthly_Other_Co_R,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Worst_status_L6m,Worst_CUrrent_Status,Status_3s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
15159,38988,730,O,24,1500.0,33.9,UnSecured,0,1,27,T,N,0,S,M,57,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,57,120000,0,329,0,0,D,28,0,0,0,99,0,0,0,0,3,0,N,0,4,1,N,99,LASU                      ,1,764.0,LASU,Single,1,0,0
15160,38991,971,X,26,2753.47,19.9,UnSecured,0,1,440,T,Y,0,S,F,200,G,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,200,120000,0,1694,22,0,D,62,0,0,0,99,0,0,0,0,0,0,N,0,17,5,N,99,LASU                      ,1,764.0,LASU,Single,1,0,0
15161,38992,602,S,12,1200.0,33.9,UnSecured,0,1,4,T,Y,0,S,M,63,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,123,120000,0,0,0,5,D,37,0,0,0,99,0,0,0,0,0,0,N,0,0,0,N,99,LASU                      ,1,764.0,LASU,Single,1,0,0
15163,38996,664,S,36,5000.0,19.9,UnSecured,0,1,96,T,Y,4,M,F,35,G,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,120,120000,0,36736,651,5,D,43,0,0,0,99,0,1,1,0,2,6,N,0,368,9,N,99,JOINT LASU                ,1,779.0,JOINT LASU,Joint,0,1,0
15169,39007,935,A,60,2000.0,30.9,UnSecured,47,8,132,H,Y,3,M,M,48,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,120,90000,70000,3537,180,5,D,39,0,1,4,28,108,0,0,0,1,12,N,1,36,2,N,28,LASU                      ,1,770.0,LASU,Single,1,0,0
15170,39009,728,O,36,1000.0,44.9,UnSecured,44,8,38,L,Y,3,S,M,63,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,63,120000,0,4646,0,0,D,33,0,0,0,99,234,0,0,0,0,3,N,0,47,5,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15172,39016,714,O,24,1000.0,44.9,UnSecured,44,8,180,H,Y,5,M,M,156,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,360,110000,69524,69524,502,5,D,46,71,0,0,99,17,0,0,0,2,14,N,0,0,1,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15173,39017,851,B,60,5000.0,21.9,UnSecured,11,2,18,H,Y,1,M,F,96,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,156,180000,136594,143365,1469,5,D,36,138,4,44,16,104,2,0,0,4,1,N,1,68,3,N,16,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15174,39023,876,A,25,2000.0,19.9,UnSecured,41,7,264,H,Y,1,M,M,132,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,85000,53532,61921,796,4,D,54,55,1,5,53,28,1,0,0,5,0,N,1,84,7,N,53,1st Cust - LASU / 2n      ,1,771.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
15175,39025,946,X,60,8000.0,7.9,UnSecured,19,3,146,H,Y,0,M,F,194,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,137,350000,117000,67352,660,4,D,58,57,0,0,99,0,3,2,1,2,2,N,0,116,9,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15177,39027,888,A,60,8100.0,10.9,UnSecured,6,1,15,T,Y,0,M,M,17,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,120000,0,6158,0,0,D,60,0,0,0,99,0,0,0,0,3,1,N,0,62,2,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15178,39028,612,S,84,7000.0,27.9,secured  ,21,4,38,H,N,0,M,M,12,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,132,136000,110991,138235,957,5,D,46,112,0,0,99,31,3,0,1,6,0,N,0,276,5,N,99,Joint                     ,1,775.0,JOINT LASU,Joint,0,1,0
15179,39029,942,A,24,1500.0,19.9,UnSecured,30,5,176,T,Y,0,M,M,92,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,168,120000,0,6840,269,5,D,56,0,0,0,99,0,0,0,0,0,13,N,0,69,1,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15180,39032,817,C,37,4000.0,28.9,UnSecured,55,10,96,T,Y,0,M,F,97,R,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,301,120000,0,8535,0,4,D,69,0,0,0,99,0,0,0,0,4,4,N,0,86,6,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15181,39035,890,A,60,7000.0,12.9,UnSecured,27,4,58,R,Y,1,M,M,248,S,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,120,120000,0,2870,68,0,D,46,0,0,0,99,0,0,0,0,5,3,N,0,29,3,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15183,39038,780,E,36,5000.0,29.9,UnSecured,30,5,92,T,Y,0,S,M,99,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,102,120000,0,707,0,5,D,47,0,0,0,99,6,0,0,0,1,0,N,0,8,2,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15185,39048,871,B,60,8500.0,12.9,UnSecured,27,4,104,T,Y,0,M,M,80,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,200,120000,0,37168,560,0,D,44,0,0,0,99,77,0,0,0,2,7,N,0,372,9,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15187,39054,931,A,60,4000.0,22.9,UnSecured,12,2,336,H,Y,0,M,F,192,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,192000,117470,120880,998,5,D,53,119,0,0,99,0,0,0,0,6,27,N,0,35,6,N,99,Joint                     ,1,775.0,JOINT LASU,Joint,0,1,0
15188,39059,778,E,48,5000.0,29.9,UnSecured,13,2,45,T,Y,2,M,M,215,M,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,120000,0,30381,566,2,D,39,0,0,0,99,0,2,0,0,7,0,N,0,304,9,N,99,JOINT LIFE & CRITICA      ,1,769.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
15189,39063,858,B,49,3200.0,24.9,UnSecured,47,8,192,T,Y,2,M,F,192,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,168,120000,0,15890,77,0,D,38,0,1,11,68,17,2,1,0,2,13,N,1,159,7,N,68,JOINT LASU                ,1,775.0,JOINT LASU,Joint,0,1,0
15190,39065,836,C,60,10000.0,9.9,UnSecured,53,10,16,H,Y,0,D,F,64,G,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,84,215000,0,8138,0,0,D,57,0,0,0,99,0,0,0,0,2,1,N,0,82,9,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15192,39074,882,A,60,9000.0,17.9,UnSecured,36,6,492,T,Y,0,S,M,252,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,306,120000,0,6318,134,5,D,54,0,0,0,99,0,1,1,0,2,0,N,0,64,6,N,99,LIFE & CRITICAL ILLN      ,1,768.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15194,39078,841,B,120,25000.0,13.4,secured  ,12,2,4,H,Y,0,M,M,7,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,60,176000,150066,177203,1117,5,D,45,152,0,0,99,99,3,0,2,5,0,N,0,272,9,N,99,LASCI                     ,1,772.0,LASCI,Single,1,0,0
15196,39083,959,X,60,5500.0,9.9,UnSecured,22,4,275,H,Y,0,M,F,144,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,190000,0,18414,293,5,D,59,0,0,0,99,0,1,0,0,3,22,N,0,185,7,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15197,39084,999,X,60,16000.0,9.9,secured  ,18,3,218,H,Y,0,D,M,50,S,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,290,183000,134989,146743,1361,4,D,55,136,2,27,41,223,0,0,0,4,18,N,0,118,3,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15198,39085,938,A,60,7500.0,7.9,UnSecured,42,7,49,T,N,1,M,M,144,U,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,180,120000,0,7590,0,0,D,62,0,0,0,99,0,0,0,0,2,4,N,0,76,2,N,99,JOINT LIFE & CRITICA      ,1,757.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
15200,39099,813,C,48,3000.0,26.9,UnSecured,44,8,46,T,Y,5,S,M,18,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,204,120000,0,3840,12,5,D,39,0,0,0,99,0,1,0,0,2,0,N,0,39,9,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15202,39104,757,F,60,4000.0,36.9,UnSecured,48,9,84,T,Y,1,S,M,41,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,95,120000,0,54385,551,5,D,44,49,1,2,10,0,0,0,0,3,2,N,1,66,5,N,10,LASU                      ,1,758.0,LASU,Single,1,0,0
15204,39106,780,E,60,5000.0,19.9,UnSecured,41,7,200,T,Y,2,M,F,108,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,120000,0,19571,243,5,D,48,0,0,0,99,0,1,1,0,9,13,N,0,196,9,N,99,JOINT LIFE & CRITICA      ,1,757.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
15205,39107,944,X,60,10000.0,10.4,UnSecured,21,4,36,T,Y,1,S,F,8,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,120000,0,11689,228,5,D,42,0,0,0,99,0,1,1,0,1,2,N,0,117,5,N,99,1st Cust LASU / 2nd       ,1,777.0,1st Cust LASU / 2nd Cust LASCI,Joint,0,1,0
15206,39108,782,E,60,6000.0,19.9,UnSecured,24,4,24,L,Y,0,S,M,18,S,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,140,120000,0,12952,229,0,D,29,0,0,0,99,0,0,0,0,1,5,N,0,130,6,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15207,39109,796,D,60,3000.0,25.9,UnSecured,42,7,30,H,Y,0,M,F,180,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,120,96000,95493,47332,569,5,D,33,42,0,0,99,0,2,0,0,4,0,N,0,72,6,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15208,39114,980,X,60,7000.0,9.9,UnSecured,47,8,240,H,Y,1,S,M,96,S,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,240,160000,0,42833,0,0,D,53,0,0,0,99,0,0,0,0,3,5,N,0,429,9,Y,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15211,39117,790,D,60,6000.0,19.9,UnSecured,14,2,12,T,Y,0,M,M,181,M,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,49,120000,0,10200,0,0,D,34,0,0,0,99,0,0,0,0,6,0,N,0,102,4,N,99,JOINT LASU                ,1,775.0,JOINT LASU,Joint,0,1,0
15214,39126,798,D,12,1000.0,30.9,UnSecured,46,8,147,T,Y,3,S,M,240,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,432,120000,0,268,0,5,D,57,0,0,0,99,7,0,0,0,4,9,N,0,3,2,N,99,LASCI                     ,1,772.0,LASCI,Single,1,0,0
15215,39130,1045,X,30,1500.0,21.9,UnSecured,12,2,228,H,Y,0,M,M,54,R,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,660,170000,0,21617,506,5,D,71,0,0,0,99,9,0,0,0,1,18,N,0,217,3,N,99,JOINT LIFE & CRITICA      ,1,769.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
15216,39131,896,A,60,8000.0,13.4,UnSecured,32,5,73,T,Y,0,S,F,22,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,372,120000,0,15553,240,5,D,49,0,0,0,99,0,0,0,0,3,6,N,0,156,2,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15220,39139,746,F,49,2000.0,38.9,UnSecured,38,6,48,T,Y,0,S,M,10,S,F,P,2,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,36,120000,0,88,0,5,D,27,0,0,0,99,0,1,1,0,2,0,N,0,1,3,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15221,39142,822,C,120,30000.0,9.9,secured  ,42,7,300,H,Y,0,M,F,228,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,468,94000,10450,16776,224,5,D,48,16,4,32,9,113,3,1,1,9,25,N,2,22,6,N,9,LASU                      ,1,770.0,LASU,Single,1,0,0
15222,39143,871,B,60,7500.0,12.9,UnSecured,60,11,264,H,N,0,S,M,96,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,120,200000,41500,5608,0,4,D,35,0,0,0,99,0,0,0,0,1,12,N,0,57,1,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15224,39147,862,B,48,11000.0,17.9,UnSecured,16,3,42,H,Y,1,M,F,30,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,176000,102217,145998,1221,5,D,52,104,0,0,99,0,0,0,0,4,3,N,0,438,9,N,99,LIFE & CRITICAL ILLN      ,1,768.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15229,39166,740,F,60,2901.45,27.9,UnSecured,40,6,276,T,Y,0,M,F,108,G,F,P,1,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,120000,0,16626,355,5,D,53,0,0,0,99,0,0,1,0,9,6,N,0,167,4,N,99,Joint                     ,1,775.0,JOINT LASU,Joint,0,1,0
15231,39171,864,B,60,5673.01,16.9,UnSecured,43,7,73,T,Y,0,M,M,161,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,FALS,FALSE ,353,120000,0,18977,139,0,D,51,0,0,0,99,0,1,0,0,1,5,N,0,190,6,N,99,Joint                     ,1,775.0,JOINT LASU,Joint,0,1,0
15233,39176,780,E,60,2000.0,31.9,UnSecured,10,2,24,T,Y,0,D,M,144,S,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,240,120000,0,1,0,0,D,45,0,0,0,99,162,1,0,0,0,1,N,0,1,5,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15235,39181,916,A,36,3000.0,17.9,UnSecured,23,4,108,H,Y,3,M,F,96,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,168,190000,140000,254241,1773,0,D,38,219,0,0,99,0,1,0,0,1,8,N,0,372,9,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15240,39192,910,A,30,1000.0,24.9,UnSecured,36,6,324,T,Y,1,M,M,240,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,120000,0,691,62,5,D,69,0,0,0,99,0,0,0,0,2,11,N,0,7,2,N,99,JOINT LASU                ,1,775.0,JOINT LASU,Joint,0,1,0
15242,39199,930,A,60,5000.0,13.9,UnSecured,9,2,29,H,Y,0,M,F,85,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,210000,149398,154002,1207,5,D,27,151,0,0,99,0,1,0,0,4,2,N,0,47,5,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15243,39200,907,A,60,8000.0,7.9,UnSecured,59,11,21,H,Y,1,M,F,129,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,360000,298192,374040,3047,0,D,37,300,0,0,99,0,1,1,0,2,1,N,0,759,9,N,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15249,39209,874,A,30,1000.0,25.9,UnSecured,32,5,26,H,Y,0,S,F,60,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,166000,150119,171105,1197,0,D,37,152,0,0,99,0,0,0,0,2,2,N,0,210,8,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15252,39213,809,D,24,1000.0,41.9,UnSecured,7,1,10,T,Y,1,S,F,60,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,120000,0,2157,0,5,D,31,0,0,0,99,0,6,6,6,1,1,N,0,22,8,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15253,39220,955,X,60,11000.0,9.4,UnSecured,18,3,204,H,Y,2,M,M,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,168,300000,79422,167550,774,5,D,57,160,0,0,99,0,0,0,0,0,16,N,0,88,9,N,99,Joint                     ,1,775.0,JOINT LASU,Joint,0,1,0
15255,39225,741,F,36,2000.0,41.9,UnSecured,41,7,39,T,Y,3,M,F,84,D,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,240,120000,0,6435,42,5,D,32,0,0,0,99,0,3,3,3,2,3,N,0,65,9,N,99,JOINT LIFE & CRITICA      ,1,769.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
15256,39226,709,R,24,1000.0,44.9,UnSecured,39,6,3,H,Y,0,S,M,14,P,F,P,2,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,42,180000,42000,1422,0,5,D,29,0,0,0,99,41,1,0,0,5,0,N,0,15,4,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15257,39227,889,A,60,9000.0,16.9,UnSecured,41,7,228,H,N,0,S,F,60,G,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,96,85000,60500,69484,399,4,D,47,60,0,0,99,8,0,0,0,9,18,N,0,107,3,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15258,39228,957,X,25,1000.0,19.9,UnSecured,45,8,72,H,Y,2,M,M,25,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,192,145000,109971,111261,728,5,D,33,111,0,0,99,0,0,0,0,2,6,N,0,13,7,N,99,LIFE & CRITICAL ILLN      ,1,768.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15260,39233,801,D,36,4000.0,21.9,secured  ,45,8,3,H,Y,2,S,F,12,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,1,131000,116885,117173,748,5,D,40,118,2,16,2,81,1,1,0,2,0,N,1,3,4,N,2,LASU                      ,1,770.0,LASU,Single,1,0,0
15268,39249,853,B,120,13000.0,11.9,secured  ,46,8,54,H,Y,1,M,M,8,G,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,138,155000,109366,128619,690,0,D,32,111,1,14,10,16,0,0,0,2,4,N,1,193,8,N,10,Joint                     ,1,778.0,1st Cust LASCI / 2nd Cust LASU,Joint,0,1,0
15270,39257,777,E,60,2000.0,30.9,UnSecured,8,2,11,H,Y,0,S,M,54,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,229000,237723,249647,1624,0,D,32,239,0,0,99,0,0,0,0,3,0,N,0,120,9,Y,99,LASCI                     ,1,760.0,LASCI,Single,1,0,0
15273,39263,921,A,25,2500.0,19.9,UnSecured,10,2,84,T,Y,1,M,M,248,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,203,120000,0,12023,154,0,D,66,0,0,0,99,0,0,0,0,0,7,N,0,121,5,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15275,39266,847,B,48,7000.0,19.9,UnSecured,3,1,240,H,Y,1,M,M,252,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,600000,120250,142593,971,5,D,57,122,0,0,99,4,2,2,0,5,13,N,0,224,9,N,99,LIFE & CRITICAL ILLN      ,1,768.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15276,39267,957,X,60,9000.0,7.9,UnSecured,36,6,65,T,Y,6,M,M,67,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,138,120000,0,13768,0,4,D,41,0,0,0,99,2,0,0,0,1,3,N,0,138,6,N,99,Joint                     ,1,777.0,1st Cust LASU / 2nd Cust LASCI,Joint,0,1,0
15277,39272,759,F,18,1000.0,44.9,UnSecured,4,1,120,L,Y,0,M,M,83,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,120000,0,32187,364,0,D,38,0,0,0,99,0,0,0,0,9,6,N,0,322,8,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15278,39273,703,R,42,2882.98,44.9,UnSecured,55,10,38,T,Y,3,M,F,159,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,435,120000,0,24944,50,0,D,37,0,0,0,99,2,5,5,3,2,3,N,0,250,9,N,99,1st Cust - LASU / 2n      ,1,759.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
15281,39279,930,A,120,15500.0,9.4,secured  ,18,3,48,H,Y,1,D,M,48,P,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,216,170000,90956,115146,743,0,D,42,92,0,0,99,6,1,1,0,2,2,N,0,242,9,N,99,1st Cust - LASU / 2n      ,1,759.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
15282,39281,876,A,60,7000.0,20.9,UnSecured,23,4,27,H,Y,0,S,M,6,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,60,117500,86000,110118,741,5,D,45,108,0,0,99,0,1,1,0,1,0,N,0,41,6,N,99,LASCI                     ,1,772.0,LASCI,Single,1,0,0
15284,39284,885,A,24,5000.0,14.9,UnSecured,9,2,88,H,Y,2,M,F,88,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,184,180000,81247,87572,414,4,D,31,83,0,0,99,19,0,0,0,4,5,N,0,61,6,N,99,1st Cust - LASCI / 2      ,1,761.0,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
15285,39286,755,F,60,3000.0,37.9,UnSecured,43,7,53,H,Y,0,S,F,87,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,145000,95547,97319,582,5,D,38,97,2,8,29,24,2,2,0,4,4,N,2,18,5,N,29,LASU                      ,1,770.0,LASU,Single,1,0,0
15286,39288,839,B,60,8000.0,14.9,UnSecured,26,4,47,T,Y,1,S,F,15,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,12,120000,0,430,0,5,D,31,0,0,0,99,0,0,0,0,4,1,N,0,5,5,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15287,39292,895,A,120,8000.0,11.9,secured  ,46,8,228,H,Y,0,D,F,185,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,259,167000,75736,118805,519,0,D,60,111,1,9,49,6,3,3,6,3,2,N,1,94,6,N,49,Joint                     ,1,776.0,JOINT LASCI,Joint,0,1,0
15290,39298,835,C,120,10000.0,15.4,secured  ,12,2,144,H,Y,4,M,M,120,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,154000,125105,140323,1040,5,D,47,127,1,17,58,37,4,3,3,5,11,N,0,153,9,N,99,1st Cust - LASU / 2n      ,1,771.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
15292,39301,915,A,60,6000.0,11.9,UnSecured,46,8,63,H,Y,2,M,M,86,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,122,140000,105000,107706,541,4,D,40,106,0,0,99,0,0,0,0,5,2,N,0,28,3,N,99,JOINT LASU                ,1,775.0,JOINT LASU,Joint,0,1,0
15293,39302,910,A,60,5000.0,14.9,UnSecured,42,7,264,H,Y,1,M,M,180,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,120000,39024,50532,786,5,D,52,41,0,0,99,0,0,0,0,1,20,N,0,114,6,N,99,LASCI                     ,1,772.0,LASCI,Single,1,0,0
15294,39304,718,O,36,1000.0,44.9,UnSecured,42,7,8,H,Y,0,S,F,86,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,94000,88883,91822,645,5,D,31,90,0,0,99,0,3,1,1,9,0,N,0,30,8,N,99,LASU                      ,1,770.0,LASU,Single,1,0,0
15296,39316,797,D,24,1500.0,27.9,UnSecured,49,9,180,H,Y,0,S,M,240,D,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,110000,62000,14889,367,5,D,46,0,0,0,99,0,0,1,0,9,6,N,0,149,8,N,99,LIFE & CRITICAL ILLN      ,1,756.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
15297,39320,811,D,60,4300.0,27.9,UnSecured,35,6,3,T,N,0,S,F,42,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,TRUE ,TRUE,TRUE  ,275,120000,0,4678,0,4,D,29,0,0,0,99,0,0,0,0,7,0,N,0,47,3,N,99,LASU                      ,1,758.0,LASU,Single,1,0,0
15300,39327,837,C,60,3500.0,27.9,UnSecured,43,7,16,H,N,3,M,M,24,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,192,80000,57549,97277,762,0,D,37,77,0,0,99,7,0,0,0,5,1,N,0,221,4,N,99,LIFE & CRITICAL ILLN      ,1,768.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
